"index"|"destination"|"origin"|"distance"|"duration"|"status"
"5087"|"5087"|"4617 N Kenmore Ave, Chicago, IL 60640, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"33972"|"6528"|"OK"
"5088"|"5088"|"5145 N Claremont Ave, Chicago, IL 60625, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"28620"|"6693"|"OK"
"5089"|"5089"|"3608 N Leavitt St, Chicago, IL 60618, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"34142"|"6046"|"OK"
"5090"|"5090"|"1041 W Newport Ave, Chicago, IL 60657, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"32046"|"6409"|"OK"
"5091"|"5091"|"2222 N Halsted St, Chicago, IL 60614, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"29622"|"6106"|"OK"
"5092"|"5092"|"6946 N Olcott Ave, Chicago, IL 60631, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"41281"|"5934"|"OK"
"5093"|"5093"|"5382 N Milwaukee Ave, Chicago, IL 60630, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"35880"|"5733"|"OK"
"5094"|"5094"|"6244 N Leroy Ave, Chicago, IL 60646, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"39649"|"6318"|"OK"
"5095"|"5095"|"3786 W Bryn Mawr Ave, Chicago, IL 60659, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"36095"|"6695"|"OK"
"5096"|"5096"|"3719 W Lawrence Ave, Chicago, IL 60625, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"38357"|"6236"|"OK"
"5097"|"5097"|"5416 W Irving Park Rd, Chicago, IL 60641, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"34439"|"5844"|"OK"
"5098"|"5098"|"3801 W Irving Park Rd, Chicago, IL 60618, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"34201"|"5734"|"OK"
"5099"|"5099"|"3632 N Neva Ave, Chicago, IL 60634, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"39713"|"6474"|"OK"
"5100"|"5100"|"2700 N New England Ave, Chicago, IL 60707, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"36538"|"5883"|"OK"
"5101"|"5101"|"2542 N Luna Ave, Chicago, IL 60639, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"39046"|"6670"|"OK"
"5102"|"5102"|"4311 W Fullerton Ave, Chicago, IL 60639, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"30582"|"5420"|"OK"
"5103"|"5103"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"31704"|"5257"|"OK"
"5104"|"5104"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"29365"|"5063"|"OK"
"5105"|"5105"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"20180"|"5686"|"OK"
"5106"|"5106"|"1941 W Thomas St, Chicago, IL 60622, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"20935"|"5285"|"OK"
"5107"|"5107"|"942 N LaSalle Dr, Chicago, IL 60610, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"23166"|"4295"|"OK"
"5108"|"5108"|"735 N Pine Ave, Chicago, IL 60644, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"25968"|"6004"|"OK"
"5109"|"5109"|"4157 W Wilcox St, Chicago, IL 60624, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"27789"|"5486"|"OK"
"5110"|"5110"|"155 S Kedzie Ave, Chicago, IL 60612, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"25794"|"5185"|"OK"
"5111"|"5111"|"1447 W Harrison St, Chicago, IL 60607, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"22429"|"3203"|"OK"
"5112"|"5112"|"1523 S Lawndale Ave, Chicago, IL 60623, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"18575"|"5151"|"OK"
"5113"|"5113"|"3530 W 30th St, Chicago, IL 60623, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"13708"|"3825"|"OK"
"5114"|"5114"|"2240 S Ashland Ave, Chicago, IL 60608, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"16670"|"4437"|"OK"
"5115"|"5115"|"243 S Wabash Ave, Chicago, IL 60604, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"20989"|"3165"|"OK"
"5116"|"5116"|"1821 S Prairie Ave, Chicago, IL 60616, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"20707"|"5405"|"OK"
"5117"|"5117"|"2825 S Princeton Ave, Chicago, IL 60616, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"18483"|"4795"|"OK"
"5118"|"5118"|"3200 S Calumet Ave, Chicago, IL 60616, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"18352"|"4671"|"OK"
"5119"|"5119"|"3936 S Lake Park Ave, Chicago, IL 60653, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"19039"|"4725"|"OK"
"5120"|"5120"|"231 W 47th St, Chicago, IL 60609, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"14965"|"4362"|"OK"
"5121"|"5121"|"347 E 45th St, Chicago, IL 60653, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"15921"|"4163"|"OK"
"5122"|"5122"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"18446"|"5645"|"OK"
"5123"|"5123"|"5626 S Calumet Ave, Chicago, IL 60637, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"13793"|"3799"|"OK"
"5124"|"5124"|"5534 S Dorchester Ave, Chicago, IL 60637, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"15137"|"4129"|"OK"
"5125"|"5125"|"6349 S Kimbark Ave, Chicago, IL 60637, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"15105"|"5182"|"OK"
"5126"|"5126"|"7330 S Merrill Ave, Chicago, IL 60649, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"13752"|"4088"|"OK"
"5127"|"5127"|"347 E 85th St, Chicago, IL 60619, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"10402"|"3211"|"OK"
"5128"|"5128"|"1559 E 83rd St, Chicago, IL 60619, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"12080"|"3680"|"OK"
"5129"|"5129"|"8473 S Commercial Ave, Chicago, IL 60617, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"15196"|"4493"|"OK"
"5130"|"5130"|"9101 S Clyde Ave, Chicago, IL 60617, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"14910"|"4736"|"OK"
"5131"|"5131"|"8 E 103rd Pl, Chicago, IL 60628, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"12239"|"2895"|"OK"
"5132"|"5132"|"E 104th St, Chicago, IL 60628, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"15168"|"4778"|"OK"
"5133"|"5133"|"41.6906385662062,-87.5698357426607"|"41.7458789496277,-87.708447442138"|"ZERO_RESULTS"|"ZERO_RESULTS"|"ZERO_RESULTS"
"5134"|"5134"|"10347 S Ewing Ave, Chicago, IL 60617, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"19083"|"5214"|"OK"
"5135"|"5135"|"3147 S Brandon Ave, Chicago, IL 60633, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"30089"|"6733"|"OK"
"5136"|"5136"|"12119 S Parnell Ave, Chicago, IL 60628, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"16207"|"4429"|"OK"
"5137"|"5137"|"5633 W 53rd St, Chicago, IL 60638, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"11328"|"2973"|"OK"
"5138"|"5138"|"4516 S Karlov Ave, Chicago, IL 60632, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"10093"|"2723"|"OK"
"5139"|"5139"|"4186 S Archer Ave, Chicago, IL 60632, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"11515"|"3634"|"OK"
"5140"|"5140"|"3519 S Wolcott Ave, Chicago, IL 60609, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"13233"|"3825"|"OK"
"5141"|"5141"|"3204 S Lituanica Ave, Chicago, IL 60608, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"16952"|"4233"|"OK"
"5142"|"5142"|"1330 W 47th St, Chicago, IL 60609, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"12380"|"3308"|"OK"
"5143"|"5143"|"5505 S Komensky Ave, Chicago, IL 60629, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"7459"|"2137"|"OK"
"5144"|"5144"|"4132 W 68th St, Chicago, IL 60629, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"5107"|"1842"|"OK"
"5145"|"5145"|"6655 S Francisco Ave, Chicago, IL 60629, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"3751"|"1450"|"OK"
"5146"|"5146"|"1630 W 65th St, Chicago, IL 60636, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"7849"|"2571"|"OK"
"5147"|"5147"|"6407 S Union Ave, Chicago, IL 60621, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"9907"|"3116"|"OK"
"5148"|"5148"|"7232 S King Dr, Chicago, IL 60619, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"10343"|"3091"|"OK"
"5149"|"5149"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"0"|"0"|"OK"
"5150"|"5150"|"8228 S Throop St, Chicago, IL 60620, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"6044"|"1888"|"OK"
"5151"|"5151"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"8785"|"2693"|"OK"
"5152"|"5152"|"1001 W 97th St, Chicago, IL 60643, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"10987"|"3355"|"OK"
"5153"|"5153"|"10901 S Lawndale Ave, Chicago, IL 60655, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"7618"|"2082"|"OK"
"5154"|"5154"|"1836 W Montvale Ave, Chicago, IL 60643, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"10166"|"2973"|"OK"
"5155"|"5155"|"1309 W Early Ave, Chicago, IL 60660, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"36365"|"7123"|"OK"
"5156"|"5156"|"5833 W 62nd St, Chicago, IL 60638, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"9802"|"3085"|"OK"
"5157"|"5157"|"5400 S Francisco Ave, Chicago, IL 60632, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"6410"|"1981"|"OK"
"5158"|"5158"|"O'Hare, Chicago, IL, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"73318"|"8222"|"OK"
"5159"|"5159"|"7112 W Talcott Ave, Chicago, IL 60631, USA"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"41859"|"6374"|"OK"
"5160"|"5160"|"9130 S University Ave, Chicago, IL 60619, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"6899"|"2781"|"OK"
"5161"|"5161"|"600 E 130th St, Chicago, IL 60628, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"19790"|"4842"|"OK"
"5162"|"5162"|"7020 N Ashland Blvd, Chicago, IL 60626, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"34583"|"6075"|"OK"
"5163"|"5163"|"6608 N Rockwell St, Chicago, IL 60645, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"36854"|"7054"|"OK"
"5164"|"5164"|"4617 N Kenmore Ave, Chicago, IL 60640, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"29328"|"5157"|"OK"
"5165"|"5165"|"5145 N Claremont Ave, Chicago, IL 60625, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"33110"|"6258"|"OK"
"5166"|"5166"|"3608 N Leavitt St, Chicago, IL 60618, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"29347"|"5598"|"OK"
"5167"|"5167"|"1041 W Newport Ave, Chicago, IL 60657, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"27402"|"5100"|"OK"
"5168"|"5168"|"2222 N Halsted St, Chicago, IL 60614, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"24978"|"4797"|"OK"
"5169"|"5169"|"6946 N Olcott Ave, Chicago, IL 60631, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"40707"|"6741"|"OK"
"5170"|"5170"|"5382 N Milwaukee Ave, Chicago, IL 60630, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"35417"|"6289"|"OK"
"5171"|"5171"|"6244 N Leroy Ave, Chicago, IL 60646, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"39870"|"7163"|"OK"
"5172"|"5172"|"3786 W Bryn Mawr Ave, Chicago, IL 60659, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"35227"|"7052"|"OK"
"5173"|"5173"|"3719 W Lawrence Ave, Chicago, IL 60625, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"34630"|"6187"|"OK"
"5174"|"5174"|"5416 W Irving Park Rd, Chicago, IL 60641, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"33695"|"6643"|"OK"
"5175"|"5175"|"3801 W Irving Park Rd, Chicago, IL 60618, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"31243"|"6117"|"OK"
"5176"|"5176"|"3632 N Neva Ave, Chicago, IL 60634, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"37268"|"7275"|"OK"
"5177"|"5177"|"2700 N New England Ave, Chicago, IL 60707, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"35502"|"7883"|"OK"
"5178"|"5178"|"2542 N Luna Ave, Chicago, IL 60639, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"36838"|"6929"|"OK"
"5179"|"5179"|"4311 W Fullerton Ave, Chicago, IL 60639, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"31359"|"6363"|"OK"
"5180"|"5180"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"28747"|"5490"|"OK"
"5181"|"5181"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"26407"|"5229"|"OK"
"5182"|"5182"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"22911"|"5773"|"OK"
"5183"|"5183"|"1941 W Thomas St, Chicago, IL 60622, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"19198"|"5185"|"OK"
"5184"|"5184"|"942 N LaSalle Dr, Chicago, IL 60610, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"21679"|"4641"|"OK"
"5185"|"5185"|"735 N Pine Ave, Chicago, IL 60644, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"33117"|"6892"|"OK"
"5186"|"5186"|"4157 W Wilcox St, Chicago, IL 60624, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"27121"|"6237"|"OK"
"5187"|"5187"|"155 S Kedzie Ave, Chicago, IL 60612, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"19369"|"5001"|"OK"
"5188"|"5188"|"1447 W Harrison St, Chicago, IL 60607, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"15590"|"3969"|"OK"
"5189"|"5189"|"1523 S Lawndale Ave, Chicago, IL 60623, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"18677"|"5073"|"OK"
"5190"|"5190"|"3530 W 30th St, Chicago, IL 60623, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"16613"|"4405"|"OK"
"5191"|"5191"|"2240 S Ashland Ave, Chicago, IL 60608, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"13215"|"3331"|"OK"
"5192"|"5192"|"243 S Wabash Ave, Chicago, IL 60604, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"17938"|"3651"|"OK"
"5193"|"5193"|"1821 S Prairie Ave, Chicago, IL 60616, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"15762"|"3701"|"OK"
"5194"|"5194"|"2825 S Princeton Ave, Chicago, IL 60616, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"13045"|"2883"|"OK"
"5195"|"5195"|"3200 S Calumet Ave, Chicago, IL 60616, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"13375"|"3296"|"OK"
"5196"|"5196"|"3936 S Lake Park Ave, Chicago, IL 60653, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"16587"|"4441"|"OK"
"5197"|"5197"|"231 W 47th St, Chicago, IL 60609, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"9464"|"2632"|"OK"
"5198"|"5198"|"347 E 45th St, Chicago, IL 60653, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"10971"|"3212"|"OK"
"5199"|"5199"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"12601"|"3507"|"OK"
"5200"|"5200"|"5626 S Calumet Ave, Chicago, IL 60637, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"9420"|"2805"|"OK"
"5201"|"5201"|"5534 S Dorchester Ave, Chicago, IL 60637, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"11256"|"3023"|"OK"
"5202"|"5202"|"6349 S Kimbark Ave, Chicago, IL 60637, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"9530"|"2679"|"OK"
"5203"|"5203"|"7330 S Merrill Ave, Chicago, IL 60649, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"10965"|"3024"|"OK"
"5204"|"5204"|"347 E 85th St, Chicago, IL 60619, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"4664"|"1874"|"OK"
"5205"|"5205"|"1559 E 83rd St, Chicago, IL 60619, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"7437"|"2950"|"OK"
"5206"|"5206"|"8473 S Commercial Ave, Chicago, IL 60617, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"10041"|"3154"|"OK"
"5207"|"5207"|"9101 S Clyde Ave, Chicago, IL 60617, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"8641"|"3047"|"OK"
"5208"|"5208"|"8 E 103rd Pl, Chicago, IL 60628, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"7175"|"2535"|"OK"
"5209"|"5209"|"E 104th St, Chicago, IL 60628, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"11492"|"3583"|"OK"
"5210"|"5210"|"41.6906385662062,-87.5698357426607"|"41.7441251555629,-87.6561939910038"|"ZERO_RESULTS"|"ZERO_RESULTS"|"ZERO_RESULTS"
"5211"|"5211"|"10347 S Ewing Ave, Chicago, IL 60617, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"17496"|"4002"|"OK"
"5212"|"5212"|"3147 S Brandon Ave, Chicago, IL 60633, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"28502"|"5431"|"OK"
"5213"|"5213"|"12119 S Parnell Ave, Chicago, IL 60628, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"9871"|"2803"|"OK"
"5214"|"5214"|"5633 W 53rd St, Chicago, IL 60638, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"15802"|"3936"|"OK"
"5215"|"5215"|"4516 S Karlov Ave, Chicago, IL 60632, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"14204"|"3621"|"OK"
"5216"|"5216"|"4186 S Archer Ave, Chicago, IL 60632, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"12197"|"3781"|"OK"
"5217"|"5217"|"3519 S Wolcott Ave, Chicago, IL 60609, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"10915"|"3118"|"OK"
"5218"|"5218"|"3204 S Lituanica Ave, Chicago, IL 60608, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"12351"|"2717"|"OK"
"5219"|"5219"|"1330 W 47th St, Chicago, IL 60609, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"7779"|"1764"|"OK"
"5220"|"5220"|"5505 S Komensky Ave, Chicago, IL 60629, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"11740"|"3253"|"OK"
"5221"|"5221"|"4132 W 68th St, Chicago, IL 60629, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"9218"|"2740"|"OK"
"5222"|"5222"|"6655 S Francisco Ave, Chicago, IL 60629, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"6708"|"2794"|"OK"
"5223"|"5223"|"1630 W 65th St, Chicago, IL 60636, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"4394"|"1465"|"OK"
"5224"|"5224"|"6407 S Union Ave, Chicago, IL 60621, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"5042"|"1723"|"OK"
"5225"|"5225"|"7232 S King Dr, Chicago, IL 60619, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"5699"|"2917"|"OK"
"5226"|"5226"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"6252"|"1883"|"OK"
"5227"|"5227"|"8228 S Throop St, Chicago, IL 60620, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"0"|"0"|"OK"
"5228"|"5228"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"5140"|"2353"|"OK"
"5229"|"5229"|"1001 W 97th St, Chicago, IL 60643, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"4652"|"1788"|"OK"
"5230"|"5230"|"10901 S Lawndale Ave, Chicago, IL 60655, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"13325"|"3609"|"OK"
"5231"|"5231"|"1836 W Montvale Ave, Chicago, IL 60643, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"6951"|"2243"|"OK"
"5232"|"5232"|"1309 W Early Ave, Chicago, IL 60660, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"31721"|"5814"|"OK"
"5233"|"5233"|"5833 W 62nd St, Chicago, IL 60638, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"13923"|"4195"|"OK"
"5234"|"5234"|"5400 S Francisco Ave, Chicago, IL 60632, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"9591"|"2925"|"OK"
"5235"|"5235"|"O'Hare, Chicago, IL, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"77793"|"9321"|"OK"
"5236"|"5236"|"7112 W Talcott Ave, Chicago, IL 60631, USA"|"8228 S Throop St, Chicago, IL 60620, USA"|"38901"|"6754"|"OK"
"5237"|"5237"|"9130 S University Ave, Chicago, IL 60619, USA"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"8253"|"2342"|"OK"
"5238"|"5238"|"600 E 130th St, Chicago, IL 60628, USA"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"18113"|"4432"|"OK"
"5239"|"5239"|"7020 N Ashland Blvd, Chicago, IL 60626, USA"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"37808"|"5205"|"OK"
"5240"|"5240"|"6608 N Rockwell St, Chicago, IL 60645, USA"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"40079"|"6213"|"OK"
"5241"|"5241"|"4617 N Kenmore Ave, Chicago, IL 60640, USA"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"32553"|"4227"|"OK"
"5242"|"5242"|"5145 N Claremont Ave, Chicago, IL 60625, USA"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"36195"|"5516"|"OK"
"5243"|"5243"|"3608 N Leavitt St, Chicago, IL 60618, USA"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"32723"|"4968"|"OK"
"5244"|"5244"|"1041 W Newport Ave, Chicago, IL 60657, USA"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"30627"|"4140"|"OK"
"5245"|"5245"|"2222 N Halsted St, Chicago, IL 60614, USA"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"28202"|"3837"|"OK"
"5246"|"5246"|"6946 N Olcott Ave, Chicago, IL 60631, USA"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"43306"|"6661"|"OK"
"5247"|"5247"|"5382 N Milwaukee Ave, Chicago, IL 60630, USA"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"38104"|"6211"|"OK"
"5248"|"5248"|"6244 N Leroy Ave, Chicago, IL 60646, USA"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"40618"|"6713"|"OK"
"5249"|"5249"|"3786 W Bryn Mawr Ave, Chicago, IL 60659, USA"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"37946"|"6086"|"OK"
"5250"|"5250"|"3719 W Lawrence Ave, Chicago, IL 60625, USA"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"37855"|"5613"|"OK"
"5251"|"5251"|"5416 W Irving Park Rd, Chicago, IL 60641, USA"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"36414"|"5943"|"OK"
"5252"|"5252"|"3801 W Irving Park Rd, Chicago, IL 60618, USA"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"33962"|"5313"|"OK"
"5253"|"5253"|"3632 N Neva Ave, Chicago, IL 60634, USA"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"45175"|"6808"|"OK"
"5254"|"5254"|"2700 N New England Ave, Chicago, IL 60707, USA"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"38220"|"7811"|"OK"
"5255"|"5255"|"2542 N Luna Ave, Chicago, IL 60639, USA"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"38098"|"6147"|"OK"
"5256"|"5256"|"4311 W Fullerton Ave, Chicago, IL 60639, USA"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"34583"|"5861"|"OK"
"5257"|"5257"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"31465"|"4744"|"OK"
"5258"|"5258"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"29126"|"4550"|"OK"
"5259"|"5259"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"32167"|"5133"|"OK"
"5260"|"5260"|"1941 W Thomas St, Chicago, IL 60622, USA"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"26827"|"4999"|"OK"
"5261"|"5261"|"942 N LaSalle Dr, Chicago, IL 60610, USA"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"24904"|"3681"|"OK"
"5262"|"5262"|"735 N Pine Ave, Chicago, IL 60644, USA"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"34377"|"5551"|"OK"
